case_id,start_time,end_time,creator,event,variant,variant_index,Activity,menu,pageTitle
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:47:21,2023-02-24T11:47:21,Fluxicon Disco, ingressoPagina, Variant 3, 3, INTRO,menu_1,INTRO
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:47:50,2023-02-24T11:47:50,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-INTRO,menu_1,Q-INTRO
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:47:55,2023-02-24T11:47:55,Fluxicon Disco, ingressoPagina, Variant 3, 3, 1st_PROG,menu_1,1st_PROG
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:48:36,2023-02-24T11:48:36,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-1st_PROG,menu_1,Q-1st_PROG
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:48:39,2023-02-24T11:48:39,Fluxicon Disco, ingressoPagina, Variant 3, 3, VARS,menu_1,VARS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:48:41,2023-02-24T11:48:41,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-VARS,menu_1,Q-VARS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:48:58,2023-02-24T11:48:58,Fluxicon Disco, ingressoPagina, Variant 3, 3, IF_ELSE,menu_3,IF_ELSE
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:23,2023-02-24T11:49:23,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-IF_ELSE,menu_3,Q-IF_ELSE
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:27,2023-02-24T11:49:27,Fluxicon Disco, ingressoPagina, Variant 3, 3, FOR,menu_3,FOR
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:29,2023-02-24T11:49:29,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-FOR,menu_3,Q-FOR
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:31,2023-02-24T11:49:31,Fluxicon Disco, ingressoPagina, Variant 3, 3, DATA_TYPES,menu_3,DATA_TYPES
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:33,2023-02-24T11:49:33,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-DATA_TYPES,menu_3,Q-DATA_TYPES
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:36,2023-02-24T11:49:36,Fluxicon Disco, ingressoPagina, Variant 3, 3, CONVERSIONS,menu_3,CONVERSIONS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:38,2023-02-24T11:49:38,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-CONVERSIONS,menu_3,Q-CONVERSIONS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:41,2023-02-24T11:49:41,Fluxicon Disco, ingressoPagina, Variant 3, 3, LISTS,menu_3,LISTS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:43,2023-02-24T11:49:43,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-LISTS,menu_3,Q-LISTS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:48,2023-02-24T11:49:48,Fluxicon Disco, ingressoPagina, Variant 3, 3, DICTIONARIES,menu_3,DICTIONARIES
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:49,2023-02-24T11:49:49,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-DICTIONARIES,menu_3,Q-DICTIONARIES
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:52,2023-02-24T11:49:52,Fluxicon Disco, ingressoPagina, Variant 3, 3, FUNCTIONS,menu_3,FUNCTIONS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:49:54,2023-02-24T11:49:54,Fluxicon Disco, ingressoPagina, Variant 3, 3, Q-FUNCTIONS,menu_3,Q-FUNCTIONS
AajisVMK68Dro6ml5M4Tg2GIRhzAewcbrr5eKWSnKOMrHEYr1Xr67uSrweYZgjZ2FFeAcwOqds75XefNA50QiMrXEkkiHC6gPoey5d8AWnLgkEMLWSz4vtwy3N1vmRdfru0gzCUvapg7Kah4ihzd2z,2023-02-24T11:50:09,2023-02-24T11:50:09,Fluxicon Disco, ingressoPagina, Variant 3, 3, SURVEY,menu_3,SURVEY
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T12:59:45,2023-02-24T12:59:45,Fluxicon Disco, ingressoPagina, Variant 2, 2, INTRO,menu_1,INTRO
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:01:46,2023-02-24T13:01:46,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-INTRO,menu_1,Q-INTRO
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:02:25,2023-02-24T13:02:25,Fluxicon Disco, ingressoPagina, Variant 2, 2, 1st_PROG,menu_1,1st_PROG
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:04:27,2023-02-24T13:04:27,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-1st_PROG,menu_1,Q-1st_PROG
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:04:48,2023-02-24T13:04:48,Fluxicon Disco, ingressoPagina, Variant 2, 2, VARS,menu_1,VARS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:13:09,2023-02-24T13:13:09,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-VARS,menu_1,Q-VARS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:14:11,2023-02-24T13:14:11,Fluxicon Disco, ingressoPagina, Variant 2, 2, DATA_TYPES,menu_2,DATA_TYPES
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:22:56,2023-02-24T13:22:56,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-DATA_TYPES,menu_2,Q-DATA_TYPES
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:24:05,2023-02-24T13:24:05,Fluxicon Disco, ingressoPagina, Variant 2, 2, CONVERSIONS,menu_2,CONVERSIONS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:28:14,2023-02-24T13:28:14,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-CONVERSIONS,menu_2,Q-CONVERSIONS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:29:06,2023-02-24T13:29:06,Fluxicon Disco, ingressoPagina, Variant 2, 2, IF_ELSE,menu_2,IF_ELSE
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:34:42,2023-02-24T13:34:42,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-IF_ELSE,menu_2,Q-IF_ELSE
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:35:44,2023-02-24T13:35:44,Fluxicon Disco, ingressoPagina, Variant 2, 2, FOR,menu_2,FOR
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:36:59,2023-02-24T13:36:59,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-FOR,menu_2,Q-FOR
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:39:34,2023-02-24T13:39:34,Fluxicon Disco, ingressoPagina, Variant 2, 2, LISTS,menu_2,LISTS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:41:08,2023-02-24T13:41:08,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-LISTS,menu_2,Q-LISTS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:41:47,2023-02-24T13:41:47,Fluxicon Disco, ingressoPagina, Variant 2, 2, DICTIONARIES,menu_2,DICTIONARIES
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:42:38,2023-02-24T13:42:38,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-DICTIONARIES,menu_2,Q-DICTIONARIES
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:43:58,2023-02-24T13:43:58,Fluxicon Disco, ingressoPagina, Variant 2, 2, FUNCTIONS,menu_2,FUNCTIONS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:45:29,2023-02-24T13:45:29,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-FUNCTIONS,menu_2,Q-FUNCTIONS
Oh0La677DNWWtuUa5rmvWi0VVyzCZcHQKeQpv9ipLL8IuaApvtM66YvR4P9jSYN7lIGtND5Eat2z3kv9Z8VsG0s0oFzoLuf7mjfnlE8NIpfHL2t6A5N3aMKrzwWqEb5NQNs1GfJkxCaXmVUuugwgkh,2023-02-24T13:46:58,2023-02-24T13:46:58,Fluxicon Disco, ingressoPagina, Variant 2, 2, SURVEY,menu_2,SURVEY
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T12:59:47,2023-02-24T12:59:47,Fluxicon Disco, ingressoPagina, Variant 2, 2, INTRO,menu_1,INTRO
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:01:37,2023-02-24T13:01:37,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-INTRO,menu_1,Q-INTRO
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:01:50,2023-02-24T13:01:50,Fluxicon Disco, ingressoPagina, Variant 2, 2, 1st_PROG,menu_1,1st_PROG
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:02:06,2023-02-24T13:02:06,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-1st_PROG,menu_1,Q-1st_PROG
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:02:22,2023-02-24T13:02:22,Fluxicon Disco, ingressoPagina, Variant 2, 2, VARS,menu_1,VARS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:02:38,2023-02-24T13:02:38,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-VARS,menu_1,Q-VARS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:03:02,2023-02-24T13:03:02,Fluxicon Disco, ingressoPagina, Variant 2, 2, DATA_TYPES,menu_2,DATA_TYPES
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:03:25,2023-02-24T13:03:25,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-DATA_TYPES,menu_2,Q-DATA_TYPES
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:04:02,2023-02-24T13:04:02,Fluxicon Disco, ingressoPagina, Variant 2, 2, CONVERSIONS,menu_2,CONVERSIONS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:04:59,2023-02-24T13:04:59,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-CONVERSIONS,menu_2,Q-CONVERSIONS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:05:35,2023-02-24T13:05:35,Fluxicon Disco, ingressoPagina, Variant 2, 2, IF_ELSE,menu_2,IF_ELSE
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:06:19,2023-02-24T13:06:19,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-IF_ELSE,menu_2,Q-IF_ELSE
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:07:49,2023-02-24T13:07:49,Fluxicon Disco, ingressoPagina, Variant 2, 2, FOR,menu_2,FOR
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:09:01,2023-02-24T13:09:01,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-FOR,menu_2,Q-FOR
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:09:56,2023-02-24T13:09:56,Fluxicon Disco, ingressoPagina, Variant 2, 2, LISTS,menu_2,LISTS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:10:11,2023-02-24T13:10:11,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-LISTS,menu_2,Q-LISTS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:13:16,2023-02-24T13:13:16,Fluxicon Disco, ingressoPagina, Variant 2, 2, DICTIONARIES,menu_2,DICTIONARIES
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:15:16,2023-02-24T13:15:16,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-DICTIONARIES,menu_2,Q-DICTIONARIES
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:16:15,2023-02-24T13:16:15,Fluxicon Disco, ingressoPagina, Variant 2, 2, FUNCTIONS,menu_2,FUNCTIONS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:19:54,2023-02-24T13:19:54,Fluxicon Disco, ingressoPagina, Variant 2, 2, Q-FUNCTIONS,menu_2,Q-FUNCTIONS
DLkH3adeq3ivRvZBegxGcHUyRPWavFEzlteQHllgkdIyEFavDJ7AeFftaxUe5xxbFSZqT7uUe6rHmx5QiiiJPRfnNhsXTv0O6IaP5AYg7ChDNZcWJmdJ2MGRdxGwsty6GsEUOGCFBhFxW0vljZ2Ud6,2023-02-24T13:20:51,2023-02-24T13:20:51,Fluxicon Disco, ingressoPagina, Variant 2, 2, SURVEY,menu_2,SURVEY
